BranchCode,BranchName,City,Pincode,District,State,StdCode,PhoneNumber,EmailId,IFSC_Code,BranchCircle,Address-1,Address-2,Address-3
02635,BHADLA,PORBANDAR,360080,RAJKOT,GUJRAT,2821,275506,SBI.02635@SBI.CO.IN,SBIN0002635,AHMEDABAD,TAL: JASDAN,DIST:RAJKOT,GUJRAT
60220,GADHAKADA,BHAVNAGAR,364522,AMRELI,GUJRAT,2845,258425,sbi.60220@sbi.co.in,SBIN0060220,AHMEDABAD,TALUKA - SAVARKUNDLA,GADHAKADA,AMRELI
09477,KALI DUNGARI,DEVGAD BARIA,389380,DAHOD,GUJRAT,2678,240649,SBI.09477@SBI.CO.IN,SBIN0009477,AHMEDABAD,DAHOD,DISTT DAHOD,GUJRAT
60141,LIBRARY ROAD NAVSARI,VALSAD- DAMAN,396445,NAVSARI,GUJRAT,2637,258894,,SBIN0060141,AHMEDABAD,POTALIYAWAD DADANGWAD PLOT,NEAR LIBRARY,NAVSARI
41097,PARIMALGARDEN AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380006,AHMEDABAD,GUJRAT,79,26405988,cgroad.amd@sbi.co.in,NULL,AHMEDABAD,"DEV COMPLEX, GROUND FLOOR,","C.G ROAD, OPP. PARIMALA GARDEN",AHMEDABAD
15355,RACPC (EAST) AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380008,AHMEDABAD,GUJRAT,79,62556732,sbi.15355@sbi.co.in,SBIN0015355,AHMEDABAD,"S B I GROUND FLOOR , MODI ARCADE",OPP - MANINAGAR RAILWAY STATION,AHMEDABAD
32308,RING ROAD - BOPAL AHEMDABAD,AHMEDABAD/ GANDHI NAGAR,380058,AHMEDABAD,GUJRAT,79,,sbbj11308@sbi.co.in,NULL,AHMEDABAD,SHOP NO 1-7 GROUND FLOOR AMARAPALI AXIO,"NEAR BOPAL JUNCTION, BOPAL",AHMEDABAD
11759,SCIENCE CITY ROAD BRANCH AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380060,AHMEDABAD,GUJRAT,,,sbi.11759@sbi.co.in,SBIN0011759,AHMEDABAD,"SHOP NO.3 TO 5, MAURYA TIMES SQUARE","OPP R K GOYAL HALL, SCIENCE CITY ROAD","SOLA, AHMEDABAD"
00324,BARODA MAIN BRANCH,BARODA,390017,BARODA,GUJRAT,265,2566914,sbi.00324@sbi.co.in,SBIN0000324,AHMEDABAD,OPP: JAMNABAI HOSPITAL,MANDVI,"BARODA, GUJRAT"
11008,CHARADA BRANCH,KADI(N.G.),382810,GANDHINAGAR,GUJRAT,2763,287288,sbi.11008@sbi.co.in,SBIN0011008,AHMEDABAD,SHRI CHARADA SEVA SAHKARI MANDALI BLD.,AT AND POST CHARADA TA L. MANSA.,DIST. GANDHINAGAR
18159,DINDOLI,UDHNA UDYOGNAGAR,394210,SURAT,GUJRAT,261,,SBI.18159@SBI.CO.IN,SBIN0018159,AHMEDABAD,"C-11 TO C-20 MARK POINT COMPLEX,GR FLOO",DINDOLI KHARWASA ROAD DINDOLI,"TALUKA CHORYASI, SURAT"
13466,VADNAGAR,MEHSANA,384355,MEHSANA,GUJRAT,2761,,sbi.13466@sbi.co.in,SBIN0013466,AHMEDABAD,DEEP COMPLEX,BEHIND RLY STATION,TA: VADNAGAR
10687,OLD PADRA ROAD VADODARA,BARODA,390015,BARODA,GUJRAT,265,2341098,sbi.10687@sbi.co.in,SBIN0010687,AHMEDABAD,"SHREE JAL BUILDING, PUNIT NAGAR SOCIETY","OPP. VACCINE INSTITUTE, OLD PADRA ROAD",VADODARA (GUJARAT)
03524,PANDESARA IE SURAT,UDHNA UDYOGNAGAR,394221,SURAT,GUJRAT,261,"2890813,2113",sbi.03524@sbi.co.in,SBIN0003524,AHMEDABAD,"PANDESARA IE, SURAT","GIDC, PANDESARA",SURAT: GUJRAT
03244,VEJALPUR-JIVRAJ PARK (AHM),AHMEDABAD/ GANDHI NAGAR,380051,AHMEDABAD,GUJRAT,79,26818856,sbi.03244@sbi.co.in,SBIN0003244,AHMEDABAD,VEJALPUR,AHMEDABAD,"AHMEDABAD, GUJRAT"
02760,DANTIWADA,BANASKANTHA,385506,BANASKANTHA,GUJRAT,2748,278257,SBI.02760@SBI.CO.IN,SBIN0002760,AHMEDABAD,"S K NAGAR, S.D.A.U. CAMPUS",DANTIWADA,"DIST:BANASKANTHA, GUJRAT"
60092,KHAMBHALIYA MAIN,PORT OKHA,361305,DEVBHUMI DWARKA,GUJRAT,2833,235352,sbi.60092@sbi.co,SBIN0060092,AHMEDABAD,GANDHI CHOWK,KHAMBHALIA-361305,KHAMBHALIA
02676,O.N.G.C. BARODA,BARODA,390009,BARODA,GUJRAT,265,2636459,sbi.02676@sbi.co.in,SBIN0002676,AHMEDABAD,"O.N.G.C.SHOPPING CENTRE,","MAKARPURA ROAD, BARODA,","BARODA, GUJRAT"
13458,DARED,PORT OKHA,361004,JAMNAGAR,GUJRAT,288,2730556,sbi.13458@sbi.co.in,SBIN0013458,AHMEDABAD,SHED NO. 378,PATEL CHOWK,"PHASE II , DARED JAMNAGAR"
18964,RACPC SAYAJIGUNJ VADODARA,BARODA,390001,BARODA,GUJRAT,265,2423280,SBI.18964@SBI.CO.IN,NULL,AHMEDABAD,"1ST FLOOR , SBI- SAYAJIGUNJ BRANCH BUIL","OPP ARADHANA CINEMA, SAYAJIGUNJ",VADODARA
18735,SBI SARB BHAVNAGAR,BHAVNAGAR,364001,BHAVNAGAR,GUJRAT,278,,SBI.18735@SBI.CO.IN,SBIN0018735,SAM GROUP,"S B I,ADMINISTRATIVE BUILDING, 2ND FLOO","NILAMBAUG CIRCLE, BHAVNAGAR-364 001",BHAVNAGAR-364 001
14144,SPECIALISED NRI BRANCH RAJKOT,PORBANDAR,360001,RAJKOT,GUJRAT,281,2220131,sbi.14144@sbi.co.in,SBIN0014144,AHMEDABAD,OPP: ZANANA HOSPITAL,JAWAHAR ROAD,RAJKOT
60057,VISAVADAR,JUNAGADH,362130,JUNAGADH,GUJRAT,2873,222036,sbi.60057@sbi.co.in,SBIN0060057,AHMEDABAD,"1ST FLOOR, SHRINATHJI COMPLEX,","JUNAGADH ROAD, VISAVADAR",DIST-JUNAGADH
11747,ISCON CIRCLE,AHMEDABAD/ GANDHI NAGAR,380059,AHMEDABAD,GUJRAT,79,26921899,sbi.11747@sbi.co.in,SBIN0011747,AHMEDABAD,SHOP NO. 10 DEV ARC COMPLEX,ISCON CIRCLE SG ROAD,AHMEDABAD
09164,PRITAMNAGAR BHARUCH,BHARUCH,392002,BHARUCH,GUJRAT,2642,229571,sbi.09164@sbi.co.in,SBIN0009164,AHMEDABAD,"PRITAMNAGAR, KASAK",BHARUCH,"DIST:BHARUCH, GUJRAT"
60390,RAJKOT UNIVERSITY ROAD,PORBANDAR,360005,RAJKOT,GUJRAT,281,2573157,sbi.60390@sbi.co.in,SBIN0060390,AHMEDABAD,JALARAM-2,UNIVERSITY ROAD,UNIVERSITY ROAD RAJKOT
03993,LAGHU UDYOG (AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380009,AHMEDABAD,GUJRAT,79,26588833,sbi.03993@sbi.co.in,SBIN0003993,AHMEDABAD,"NEPTUNE TOWER COMPLEX (REAR),","ASHRAM ROAD,AHMEDABAD,","AHMEDABAD, GUJRAT"
13460,MADHUPUR JAMBUR,JUNAGADH,362150,GIR SOMNATH,GUJRAT,,,sbi.13460@sbi.co.in,SBIN0013460,AHMEDABAD,MADHPUR,TALUKA:TALALA,DISTRICT: JUNAGADH:GUJRAT
60084,MOVIYA,PORBANDAR,360330,RAJKOT,GUJRAT,2825,281432,sbi.60084@sbi.co.in,SBIN0060084,AHMEDABAD,VIA GONDAL,MOVIYA,DIST-RAJKOT
60063,SANAKHADA,JUNAGADH,362550,GIR SOMNATH,GUJRAT,2875,246333,sbi.60063@sbi.co.in,SBIN0060063,AHMEDABAD,SANAKHADA,TALUKA-UNA,DIST-GIRSOMNAT
11041,UDWADA RAILWAY STATION,VALSAD- DAMAN,396185,BULSAR,GUJRAT,260,,sbi.11041@SBI.CO.IN,SBIN0011041,AHMEDABAD,MEHAL CO-OP HSG SOC LTD. SHOP NO 1-2,"HOUSE NO.853-854, OPP BHAGINI SAMAJ SCH",UDWADA STATION ROAD
60240,AHMEDABAD AYOJANNAGAR,AHMEDABAD/ GANDHI NAGAR,380007,AHMEDABAD,GUJRAT,79,26602310,sbi.60240@sbi.co.in,SBIN0060240,AHMEDABAD,"13, DHARNIDHAR SOCIETY",NEAR DHARNIDHAR DERASAR,AYOJANNAGAR AHMEDBAD
01333,ATLADARA(BARODA),BARODA,390012,BARODA,GUJRAT,265,2680934,sbi.01333@sbi.co.in,SBIN0001333,AHMEDABAD,PADRA R,ATLADRA DISTRICT,"BARODA, GUJRAT"
60115,HARMADIYA,JUNAGADH,362721,GIR SOMNATH,GUJRAT,2795,288207,sbi.60115@sbi.co.in,SBIN0060115,AHMEDABAD,HARMADIA-362721,TALUKA-KODINAR,DIST- GIR SOMNATH
00394,JAMBUSAR,BHARUCH,392150,BHARUCH,GUJRAT,26440,222160,SBI.00394@SBI.CO.IN,SBIN0000394,AHMEDABAD,UPLIVAT,JAMBUSAR,BHARUCH
60052,KESHOD,JUNAGADH,362220,JUNAGADH,GUJRAT,2871,234456,sbi.60052@sbi.co.in,SBIN0060052,AHMEDABAD,MANGROL ROAD OPP.TOWER,KESHOD,DIST-JUNAGADH
02673,NETRANG,RAJPIPLA,393130,BHARUCH,GUJRAT,2643,282258,sbi.02673@sbi.co.in,SBIN0002673,AHMEDABAD,"JIN BAZAR,",TA:VALIA,"DIST:BHARUCH, GUJRAT"
19189,SBIINTOUCH UTTARSANDA,NADIAD,387001,KHEDA,GUJRAT,268,2588501,SBI.19189@SBI.CO.IN,,AHMEDABAD,22 TO 25 - L SQUARE BUILDING,UTTARSANDA ROAD,NADIAD 387001
11789,THAKKAR BAPA NAGAR AHMEDABAD,KADI(N.G.),382350,AHMEDABAD,GUJRAT,79,22733998,sbi.11789@sbi.co.in,SBIN0011789,AHMEDABAD,"PUSHPAK ARCADE, NEAR BAJRANG ASHRAM",N.H.8 THAKKAR BAPA NAGAR,AHMEDABAD
02638,BODELI,CHHOTA-UDEPUR,391135,CHHOTA UDAIPUR,GUJRAT,26650,220603,SBI.02638@SBI.CO.IN,SBIN0002638,AHMEDABAD,MARKET ROAD,SANKHEDA,"BARODA, GUJRAT"
60326,DHUVA,SURENDRANAGAR,363622,MORBI,GUJRAT,0,,sbi.60326@sbi.co.in,SBIN0060326,AHMEDABAD,TALUKA-WANKANER,DHUVA,DIST-RAJKOT
02646,GHODASAR,NADIAD,387110,KHEDA,GUJRAT,2694,271552,SBI.02646@SBI.CO.IN,SBIN0002646,AHMEDABAD,"MEHMEDABAD TALUK,",DISTT KAIRA,GUJRAT
15326,VANDA,BHAVNAGAR,364525,AMRELI,GUJRAT,2845,255964,sbi.15326@sbi.co.in,SBIN0015326,AHMEDABAD,TAL : SAVARKUNDLA,DIST : AMRELI,GUJARAT
12000,VIRAT NAGAR BRANCH AHMEDABAD,KADI(N.G.),382415,AHMEDABAD,GUJRAT,79,,sbi.12000@sbi.co.in,SBIN0012000,AHMEDABAD,PIONEER PLAZA,"VIRAT NAGAR CROSS ROAD, NH-8, ODHAV",AHMEDABAD
01209,BAYAD,MODASA,383325,ARAVALLI,GUJRAT,27790,220460,SBI.01209@SBI.CO.IN,SBIN0001209,AHMEDABAD,ASHIRWAD COMPLEX,OPP. BIHARI PETROL PUMP,DISTT. SABARKANTHA
11029,SPECIALISED COMMERCIAL BRANCH VAPI,VALSAD- DAMAN,396195,BULSAR,GUJRAT,260,2400028,sbi.11029@sbi.co.in,SBIN0011029,AHMEDABAD,"GROUND FLOOR,VIA HOUSE","PLOT NO.135,G.I.D.C CHAR RASTA",VAPI
18871,TRAPAJ,BHAVNAGAR,364150,BHAVNAGAR,GUJRAT,2842,286020,SBI.18871@SBI.CO.IN,SBIN0018871,AHMEDABAD,ALANG ROAD,"BESIDE PRIMARY SCHOOL ,TRAPAJ",TRAPAJ TAL TALAJA DIST BHAVNAGAR
60363,GANDHINAGAR SECTOR-22,KADI(N.G.),382022,GANDHINAGAR,GUJRAT,79,23222011,sbi.60363@sbi.co.in,SBIN0060363,AHMEDABAD,KAILASH SAGAR COMPLEX,"PLOT NO-313, SECTOR-22",GANDHINAGAR
11005,NAKHATRANA,MUNDRA,370615,KUTCH,GUJRAT,2835,221760,SBI.11005@SBI.CO.IN,SBIN0011005,AHMEDABAD,OPP HOTEL FUN AND FOOD,"NEAR DY COLLECTOR OFFICE,NAKHATRANA",DIST:KUTCH
60443,SWAMINARAYAN MANDIR SUKHPAR,MUNDRA,370040,KUTCH,GUJRAT,2832,284190,sbi.60443@sbi.co.in,SBIN0060443,AHMEDABAD,"SWAMINARAYAN MANDIR (GENTS), JUNOVAS,","SUKHPAR, TALUKA: BHUJ,",DIST: KUTCH
60119,JAMNAGAR L.B.,PORBANDAR,360001,JAMNAGAR,GUJRAT,2880,2670427,sbi.60119@sbi.co.in,SBIN0060119,AHMEDABAD,"LAL BUNGLOW AREA,CRICKETBUNG",LALBUNGLOW,LAL BUNGLOW- JAMNAGAR
00402,KAPADWANJ,NADIAD,387620,KHEDA,GUJRAT,2691,253979,sbi.00402@sbi.co.in,SBIN0000402,AHMEDABAD,AZAD CHOWK,KAPADWANJ,DIST : KHERA
00424,KUTCH-MANDVI,MUNDRA,370465,KUTCH,GUJRAT,28340,224354,SBI.00424@SBI.CO.IN,SBIN0000424,AHMEDABAD,"BUNDER ROAD,","DIST:KUTCH,",GUJRAT
07616,MATHAK,SURENDRANAGAR,363330,MORBI,GUJRAT,2758,232122,SBI.07616@SBI.CO.IN,SBIN0007616,AHMEDABAD,MATHAK,TEHSIL HALVAD,DISTRICT MORBI
60166,BHAVNAGAR KUMBHARWADA,BHAVNAGAR,364006,BHAVNAGAR,GUJRAT,2780,2438800,sbi.60166@sbi.co.in,SBIN0060166,AHMEDABAD,"AASUMA MANZIL, PLOT NO:756,",NEAR KUMBHARWADA CIRCLE,BHAVNAGAR
60318,BHAVNAGAR NILAMBAUG CHOWK,BHAVNAGAR,364001,BHAVNAGAR,GUJRAT,278,2439562,sbi.60318@sbi.co.in,SBIN0060318,AHMEDABAD,P.B.NO.21,NILAMBAUG CHOWK,BHAVNAGAR
00385,IDAR (DISTT SABARKANTHA),MODASA,383430,SABARKANTHA,GUJRAT,2778,250032,sbi.00385@sbi.co.in,SBIN0000385,AHMEDABAD,"OPP. SIR PRATAP HIGH SCHOOL,",IDAR (DISTT SABARKANTHA),GUJRAT
03975,AHMEDABAD LHO,AHMEDABAD/ GANDHI NAGAR,380001,AHMEDABAD,GUJRAT,79,25596800,sbi.03975@sbi.co.in,SBIN0003975,AHMEDABAD,LHO AHMEDABAD,"LAL DARWAJA, BHADRA",AHMEDABAD
07784,ZOZ SAB,CHHOTA-UDEPUR,391165,CHHOTA UDAIPUR,GUJRAT,2669,265431,sbi.07784@sbi.co.in,SBIN0007784,AHMEDABAD,AT AND POST ZOZ,"TALUKA- CHHOTA UDEPUR,","DIST:VADODARA, GUJRAT"
09219,HATHARWA SAB,MODASA,383235,SABARKANTHA,GUJRAT,2778,281160,sbi.09219@sbi.co.in,SBIN0009219,AHMEDABAD,POST HATHARWA,TALUKA : VADALI,"DIST:SABARKANTHA, GUJRAT"
15497,MOTA ZINZUDA,BHAVNAGAR,364515,AMRELI,GUJRAT,2845,,sbi.15497@sbi.co.in,SBIN0015497,AHMEDABAD,C/O BHABHALU BHAI HATHIBHAI KHUMAN,DARBAR STREET MOTA ZINZUDA,TAL SAVARKUNDLA AMRELI (DT) GUJRAT
07465,AIR FORCE STATION VADSAR,KADI(N.G.),382721,GANDHINAGAR,GUJRAT,2764,248051,sbi.07465@sbi.co.in,SBIN0007465,AHMEDABAD,"AFS UNIT 47, SU CAMPUS VADSAR","TALUKA-KALOL(NG),","DIST:GANDHINAGAR, GUJRAT"
18838,AKHOL CHOWKDI,BANASKANTHA,385535,BANASKANTHA,GUJRAT,2744,270947,SBI.18838@SBI.CO.IN,SBIN0018838,AHMEDABAD,BESIDE KOBRA FACTORY,"DHANERA ROAD, AKHOL CHOWKDI,",TALUKO DEESA
13070,DOCUMENT ARCHIVAL CENTRE RAJKOT,PORBANDAR,360006,RAJKOT,GUJRAT,281,"2488286, 287",dac.rajkot@sbi.co.in,SBIN0013070,AHMEDABAD,S B I DOCUMENT ARCHIVAL CENTRE,PRAMUKH PARK: OPP GHANTESHWAR PARK,"JAMNAGAR ROAD, RAJKOT"
60230,KUMBHAN MAHUVA,BHAVNAGAR,364290,BHAVNAGAR,GUJRAT,2844,286432,sbi.60230@sbi.co.in,SBIN0060230,AHMEDABAD,TALUKA : MAHUVA,KUMBHAN,BHAVNAGAR
11037,TARSALI BRANCH,BARODA,390009,BARODA,GUJRAT,2650,,sbi.11037@sbi.co.in,SBIN0011037,AHMEDABAD,"SHOP NO 19 TO 25, GANGA SAGAR COMPLEX","SUSSEN TARSALI RING ROAD, TARSALI","VADODARA, GUJRAT"
60356,ASHAPURA COMPLEX MUNDRA,MUNDRA,370421,KUTCH,GUJRAT,2838,,sbi.60356@sbi.co.in,SBIN0060356,AHMEDABAD,ASHAPURA COMPLEX OLD BUNDAR,MUNDRA,KUTCH
07876,BHOJESHWAR PLOT(PORBANDAR),PORBANDAR,360575,PORBANDAR,GUJRAT,286,2242579,sbi.07876@sbi.co.in,SBIN0007876,AHMEDABAD,"PEARL STONE, NR ANAND HOSPITAL",STATION ROAD,"PORBANDAR, DIST: PORBANDAR"
15073,EME SCHOOL BRANCH,BARODA,390008,BARODA,GUJRAT,265,,sbi.15073@sbi.co.in,SBIN0015073,AHMEDABAD,NEAR CSD CANTEEN,EME SCHOOL CAMPUS,"FATEHGUNJ, BARODA"
60196,KHAKHARECHI,SURENDRANAGAR,363717,MORBI,GUJRAT,2829,287704,SBI.60196@SBI.CO.IN,SBIN0060196,AHMEDABAD,PANJARAPOLE BUILDING,KHAKHRCHI,TALUKA-MALIYA MIYANA
60310,MALANIYAD,SURENDRANAGAR,363330,MORBI,GUJRAT,2758,291098,sbi.60310@sbi.co.in,SBIN0060310,AHMEDABAD,MALANIYAD-363330,TALUKA-HALVAD,DIST-SURENDRANAGAR
18273,PUNSARI,MODASA,383307,SABARKANTHA,GUJRAT,2770,286286,SBI.18273@SBI.CO.IN,SBIN0018273,AHMEDABAD,"STATE BANK OF INDIA,PUNSARI BRANCH",TAL. TALOD. DIST. SABARKANTHA,PUNSARI
13170,SARKHEJ CIRCLE AHMEDABAD,KADI(N.G.),382210,AHMEDABAD,GUJRAT,2715,,sbi.13170@sbi.co.in,SBIN0013170,AHMEDABAD,SARKHEJ,AHMEDABAD,GUJRAT
60415,BHAVNAGAR SP.IND.FINANCE,BHAVNAGAR,364001,BHAVNAGAR,GUJRAT,278,2520710,,SBIN0060415,MID CORPORATE GROUP,"1ST FLOOR, ADMIN BUILDING","NILAMBAUG CHOWK, BHAVNAGAR",GUJRAT-364001
60045,GHANTWAD,PORBANDAR,360575,GIR SOMNATH,GUJRAT,2795,284442,sbi.60045@sbi.co.in,SBIN0060045,AHMEDABAD,GHANTWAD,TALUKA - KODINAR,GIR SOMNATH
02648,GOPAL PURI (KUTCH),MUNDRA,370240,KUTCH,GUJRAT,2836,232064,sbi.02648@sbi.co.in,SBIN0002648,AHMEDABAD,TAL: GANDHIDHAM,GUJARATH,"DIST:KUTCH, GUJRAT"
60019,GADHADA MAIN,BHAVNAGAR,364750,BOTAD,GUJRAT,2847,253128/228,sbi.60019@sbi.co.in,SBIN0060019,AHMEDABAD,"VADALA CHOWK, NR SWAMINARAYAN TEMPLE",GADHADA SWAMINA,DIST BOTAD
14996,MAHIJ,NADIAD,387120,KHEDA,GUJRAT,,02694238506,sbi.14996@sbi.co.in,SBIN0014996,AHMEDABAD,ABOVE DUDH UTPADAK SASHKARI MANDI,MAHIJ,DIST KHEDA
13456,RAJPARDI,RAJPIPLA,393115,BHARUCH,GUJRAT,,,sbi.13456@sbi.co.in,SBIN0013456,AHMEDABAD,STATION ROAD,JUNA BAZAR,RAJPARDI
16063,80 FEET ROAD SURENDRANAGAR,SURENDRANAGAR,363002,SURENDRANAGAR,GUJRAT,2752,02752-253071,sbi.16063@sbi.co.in,SBIN0016063,AHMEDABAD,80 FEET ROAD,SURENDRANAGAR,SURENDRANAGAR
13172,AMIRGADH,BANASKANTHA,385130,BANASKANTHA,GUJRAT,2742,,sbi.13172@sbi.co.in,SBIN0013172,AHMEDABAD,AMIRGADH,DIST: BANASKANTHA,GUJARAT
18800,CHIKHODARA BRANCH,PETLAD,388320,ANAND,GUJRAT,,,SBI.18800@SBI.CO.IN,SBIN0018800,AHMEDABAD,MOTO VANDO,"NEAR BAITHAK MANDIR,","AT POST- CHIKHODARA, TA-DIST-ANAND"
07618,VANA SAB,SURENDRANAGAR,363110,SURENDRANAGAR,GUJRAT,2759,236844,sbi.07618@sbi.co.in,SBIN0007618,AHMEDABAD,"TALUK: LAKHTAR,",DIST SURENDRANAGAR,"DIST:SURENDRANAGAR, GUJRAT"
13522,VIVEKANAND INDUSTRIAL ESTATE,AHMEDABAD/ GANDHI NAGAR,380021,AHMEDABAD,GUJRAT,79,22742950,sbi.13522@sbi.co.in,SBIN0013522,AHMEDABAD,"SHOP NO. 1 TO 6 , 1 ST FLOOR",SARANGPUR RAKHIAL ROAD,DISTT. AHMEDABAD
09861,DUDHAVA,BANASKANTHA,385565,BANASKANTHA,GUJRAT,2737,236214,SBI.09861@SBI.CO.IN,SBIN0009861,AHMEDABAD,TALUKA-THARAD,"DIST:BANASKANTHA,",GUJRAT
10977,JAM KANDORNA,PORBANDAR,360405,RAJKOT,GUJRAT,2824,,sbi.10977@sbi.co.in,SBIN0010977,AHMEDABAD,BAPA SITARAM COMPLEX,"SHOP NO 11,12, JAM KANDORNA",GUJRAT
60380,MANGROL HARBOUR,JUNAGADH,362226,JUNAGADH,GUJRAT,2878,222543,sbi.60380@sbi.co.in,SBIN0060380,AHMEDABAD,BUNDAR ROAD,MANGROL-HARBOUR,DIST-JUNAGADH
10954,CHALAMANI,CHHOTA-UDEPUR,391141,CHHOTA UDAIPUR,GUJRAT,2664,263852,SBI.10954@SBI.CO.IN,SBIN0010954,AHMEDABAD,"NEAR BUS STAND, KOSINDRA ROAD",CHALAMANI,"TALUKA:PAVI JETPUR,DIST:VADOODARA"
60319,MORASA,JUNAGADH,362276,GIR SOMNATH,GUJRAT,2876,286545,sbi.60319@sbi.co.in,SBIN0060319,AHMEDABAD,NR.SIDDI CEMENT CORP. OF.GUJ,MORASA,DIST-JUNAGADH
60413,PIPAVAV PORT,KOVAYA,365560,AMRELI,GUJRAT,2794,286244,sbi.60413@sbi.co.in,SBIN0060413,AHMEDABAD,PORT USER COMPLEX,GPPL PIPAVAV PORT-365560,PIPAVAV PORT
10995,MANDVI,UDHNA UDYOGNAGAR,394160,SURAT,GUJRAT,2623,221799,sbi.10995@sbi.co.in,SBIN0010995,AHMEDABAD,RAMESWAR MAHADEV ROAD,SUTHAR FALIA,MANDVI DIST: SURAT
01038,MANINAGAR (AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380008,AHMEDABAD,GUJRAT,79,25463799/793,sbi.01038@sbi.co.in,SBIN0001038,AHMEDABAD,"OPP. RAMJI MANDIR, PUNIT","MAHARAJ ROAD, AHMEDABAD","AHMEDABAD, GUJRAT"
03889,NAVSARI AGRICULTURE UNIVERSITY BRANCH,VALSAD- DAMAN,396450,NAVSARI,GUJRAT,2637,282922,sbi.03889@sbi.co.in,SBIN0003889,AHMEDABAD,NAVSARI AGRICULTURE UNIVERSITY BRANCH,"NEWAR ERU CHAR RASTA, NAU CAMPUS","VIJALPORE ROAD, NAVSARI, GUJRAT"
04482,RACPC AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380015,AHMEDABAD,GUJRAT,79,26403581,sbi.04482@sbi.co.in,SBIN0004482,AHMEDABAD,"GROUND FLOOR, ZO BLDG","NEAR C N VIDYALA, AMBAWADI",AHMEDABAD
16044,RAJESH TOWER ROAD,BARODA,390007,BARODA,GUJRAT,265,2390064,sbi.16044@sbi.co.in,SBIN0016044,AHMEDABAD,"GROUND FLOOR, RAJESH TOWER BUILDING","NEAR HARI NAGAR , CHAR RASTA, GOTRI ROA",VADODARA
07787,DEDIAPADA,RAJPIPLA,393040,NARMADA,GUJRAT,26490,234710,SBI.07787@SBI.CO.IN,SBIN0007787,AHMEDABAD,AMBAWADI,DISTT.NARMADA,GUJRAT
09478,DOLI SANTRAMPUR,DEVGAD BARIA,389260,MAHISAGAR,GUJRAT,2644,221783,SBI.09478@SBI.CO.IN,SBIN0009478,AHMEDABAD,OPP POLICE STATION,TOWER ROAD,SANTRAMPUR
03522,KATOPORE DARWAJA (BHARUCH),BHARUCH,392001,BHARUCH,GUJRAT,2642,243569,SBI.03522@SBI.CO.IN,SBIN0003522,AHMEDABAD,KATOPORE DARWAJA (BHARUCH),"DIST:BHARUCH,",GUJRAT
15075,INS VALSURA BEDI,PORT OKHA,361150,JAMNAGAR,GUJRAT,288,2522002,sbi.15075@sbi.co.in,SBIN0015075,AHMEDABAD,TALUKA : JAMNAGAR,DIST: JAMNAGAR,GUJARAT
60412,MAHUVA MARKET YARD,BHAVNAGAR,364290,BHAVNAGAR,GUJRAT,2844,222513,sbi.60412@sbi.co.in,SBIN0060412,AHMEDABAD,MARKETING YARD,MAHUVA,MAHUVA
32124,MAIN ROAD - DHOLERA,KADI(N.G.),382455,AHMEDABAD,GUJRAT,2713,,sbbj11124@sbi.co.in,NULL,AHMEDABAD,"SHOP NO. 1,2 & 3, RIDDHI SIDDHI COMPLEX","PORT ROAD, DHOLERA. DISTT-",AHMEDABAD
11023,RAJPARA (TANSA),BHAVNAGAR,364120,BHAVNAGAR,GUJRAT,2842,299033,sbi.11023@sbi.co.in,SBIN0011023,AHMEDABAD,RAJPARA(TANSA),"TALUKA - TALAJA, DISTT BHAVNAGAR",GUJRAT
01335,SARSA,PETLAD,388365,ANAND,GUJRAT,2692,272060,sbi.01335@sbi.co.in,SBIN0001335,AHMEDABAD,"TAL. ANAND,","DIST:ANAND, GUJRAT","DIST:KHEDA, GUJRAT"
60093,BHATIYA,PORT OKHA,361315,DEVBHUMI DWARKA,GUJRAT,2891,233112,sbi.60093@sbi.co.in,SBIN0060093,AHMEDABAD,MAIN BAZAR,BHATIA-361315,DIST-JAMNAGAR
60079,GOMTA,PORBANDAR,360320,RAJKOT,GUJRAT,2825,285434,sbi.60079@sbi.co.in,SBIN0060079,AHMEDABAD,BAZAR,GOMTA,GOMTA
09483,GORAJ SAB,CHHOTA-UDEPUR,391765,BARODA,GUJRAT,2668,268009,sbi.09483@sbi.co.in,SBIN0009483,AHMEDABAD,"MUNISEVA ASHRAM BLDG.,","P.O.GORAJ WAGHODIA,","DIST:VADODARA, GUJRAT"
60150,SHIVRAJGADH,PORBANDAR,360311,RAJKOT,GUJRAT,2825,287421,sbi.60150@sbi.co.in,SBIN0060150,AHMEDABAD,SHIVRAJGADH,SHIVRAJGADH,TALUKA- GONDAL
15238,SHUKLATIRTH ROAD TAVARA,BHARUCH,392013,BHARUCH,GUJRAT,2642,232233,,SBIN0015238,AHMEDABAD,"358/349, NR JUNA TAVARA BUS STAND",TAVARA,DISTT. BHARUCH GUJRAT
05530,VASNAKELIYA SAB,NADIAD,387810,AHMEDABAD,GUJRAT,2714,253237,sbi.05530@sbi.co.in,SBIN0005530,AHMEDABAD,"VILL& POST VASNAKELIA ,TAL: DHOLKA,",DISTT AHMEDABAD,"AHMEDABAD, GUJRAT"
